Symbol,Company Name
BANARISUG,Bannari Amman Sugars Limited
ASHOKA,Ashoka Buildcon Limited
INOXGREEN,Inox Green Energy Services Limited
IFBIND,IFB Industries Limited
QUESS,Quess Corp Limited
TVSSCS,TVS Supply Chain Solutions Limited
ORIENTELEC,Orient Electric Limited
SHARDACROP,Sharda Cropchem Limited
SWARAJENG,Swaraj Engines Limited
JKIL,J. Kumar Infraprojects Limited
NITCO,NITCO Limited
HIKAL,Hikal Limited
VSTIND,VST Industries Limited
INDUSINVIT,Indus Infra Trust
INFIBEAM,Infibeam Avenues Limited
RAIN,Rain Industries Limited
MASFIN,MAS Financial Services Limited
STYRENIX,Styrenix Performance Materials Limited
GOCOLORS,Go Fashion (India) Limited
ITDC,India Tourism Development Corporation Limited
THYROCARE,Thyrocare Technologies Limited
LXCHEM,Laxmi Organic Industries Limited
KITEX,Kitex Garments Limited
RBA,Restaurant Brands Asia Limited
RESPONIND,Responsive Industries Limited
PILANIINVS,Pilani Investment and Industries Corporation Limited
INDIGOPNTS,Indigo Paints Limited
UNIMECH,Unimech Aerospace and Manufacturing Limited
OPTIEMUS,Optiemus Infracom Limited
JCHAC,Johnson Controls-Hitachi Air Conditioning India Limited
SPARC,Sun Pharma Advanced Research Company Limited
RALLIS,Rallis India Limited
SIS,SIS Limited
DIACABS,Diamond Power Infrastructure Limited
SHARDAMOTR,Sharda Motor Industries Limited
CEIGALL,Ceigall India Limited
GMMPFAUDLR,GMM Pfaudler Limited
GREAVESCOT,Greaves Cotton Limited
YATHARTH,Yatharth Hospital & Trauma Care Services Limited
EASEMYTRIP,Easy Trip Planners Limited
VIPIND,V.I.P. Industries Limited
TARC,TARC Limited
KRN,KRN Heat Exchanger and Refrigeration Limited
PGIL,Pearl Global Industries Limited
GUJALKALI,Gujarat Alkalies and Chemicals Limited
SUNCLAY,Sundaram-Clayton Limited
AWFIS,Awfis Space Solutions Limited
SKYGOLD,Sky Gold and Diamonds Limited
ZAGGLE,Zaggle Prepaid Ocean Services Limited
WONDERLA,Wonderla Holidays Limited
DBCORP,D. B. Corp Limited
SUNFLAG,Sunflag Iron and Steel Company Limited
MTARTECH,MTAR Technologies Limited
DYNAMATECH,Dynamatic Technologies Limited
HEIDELBERG,HeidelbergCement India Limited
DCBBANK,DCB Bank Limited
VADILALIND,Vadilal Industries Limited
INDIAGLYCO,India Glycols Limited
HCC,Hindustan Construction Company Limited
NFL,National Fertilizers Limited
NPST,Network People Services Technologies Limited
ORCHPHARMA,Orchid Pharma Limited
VRLLOG,VRL Logistics Limited
LUXIND,Lux Industries Limited
BALAMINES,Balaji Amines Limited
UNICHEMLAB,Unichem Laboratories Limited
GOLDIAM,Goldiam International Limited
UFLEX,Uflex Limited
MCLOUD,Magellanic Cloud Limited
NEOGEN,Neogen Chemicals Limited
JAYNECOIND,Jayaswal Neco Industries Limited
INDOSTAR,IndoStar Capital Finance Limited
LGBBROSLTD,L.G. Balakrishnan & Bros Limited
SAMHI,SAMHI Hotels Limited
SEQUENT,Sequent Scientific Limited
BHARATRAS,Bharat Rasayan Limited
SUBROS,Subros Limited
POLYPLEX,Polyplex Corporation Limited
SHANTIGEAR,Shanthi Gears Limited
MPSLTD,MPS Limited
KINGFA,Kingfa Science & Technology (India) Limited
FIEMIND,Fiem Industries Limited
E2E,E2E Networks Limited
APOLLO,Apollo Micro Systems Limited
CARERATING,CARE Ratings Limited
BHAGCHEM,Bhagiradha Chemicals & Industries Limited
BOROLTD,Borosil Limited
RSYSTEMS,R Systems International Limited
HEMIPROP,Hemisphere Properties India Limited
GANECOS,Ganesha Ecosphere Limited
JASH,Jash Engineering Limited
CIGNITITEC,Cigniti Technologies Limited
VAIBHAVGBL,Vaibhav Global Limited
ROSSARI,Rossari Biotech Limited
NACLIND,NACL Industries Limited
LUMAXTECH,Lumax Auto Technologies Limited
IMAGICAA,Imagicaaworld Entertainment Limited
HERITGFOOD,Heritage Foods Limited
MSTCLTD,MSTC Limited
INDRAMEDCO,Indraprastha Medical Corporation Limited
PATELENG,Patel Engineering Limited
ARTEMISMED,Artemis Medicare Services Limited
GUFICBIO,Gufic Biosciences Limited
EIEL,Enviro Infra Engineers Limited
JTEKTINDIA,JTEKT India Limited
HARSHA,Harsha Engineers International Limited
JISLJALEQS,Jain Irrigation Systems Limited
BALMLAWRIE,Balmer Lawrie & Co. Ltd.
NORTHARC,Northern Arc Capital Limited
ROLEXRINGS,Rolex Rings Limited
SANATHAN,Sanathan Textiles Limited
PITTIENG,Pitti Engineering Limited
CYIENTDLM,Cyient DLM Limited
DHANI,Dhani Services Limited
SHAREINDIA,Share India Securities Limited
NSIL,Nalwa Sons Investments Limited
GREENPLY,Greenply Industries Limited
DATAMATICS,Datamatics Global Services Limited
GOKULAGRO,Gokul Agro Resources Limited
RPGLIFE,RPG Life Sciences Limited
BBL,Bharat Bijlee Limited
SSWL,Steel Strips Wheels Limited
EPACK,EPACK Durable Limited
JISLDVREQS,Jain Irrigation Systems Limited
GOPAL,Gopal Snacks Limited
KIRIINDUS,Kiri Industries Limited
AXISCADES,AXISCADES Technologies Limited
EMSLIMITED,EMS Limited
ASHAPURMIN,Ashapura Minechem Limited
MOREPENLAB,Morepen Laboratories Limited
KSL,Kalyani Steels Limited
KDDL,KDDL Limited
PFOCUS,Prime Focus Limited
TCPLPACK,TCPL Packaging Limited
AARTIDRUGS,Aarti Drugs Limited
FEDFINA,Fedbank Financial Services Limited
AJMERA,Ajmera Realty & Infra India Limited
JAMNAAUTO,Jamna Auto Industries Limited
RAMKY,Ramky Infrastructure Limited
DCXINDIA,DCX Systems Limited
PARKHOTELS,Apeejay Surrendra Park Hotels Limited
DPABHUSHAN,D. P. Abhushan Limited
ADVENZYMES,Advanced Enzyme Technologies Limited
VSTTILLERS,V.S.T. Tillers Tractors Limited
PANACEABIO,Panacea Biotec Limited
KIRLOSIND,Kirloskar Industries Limited
IMFA,Indian Metals and Ferro Alloys Limited
TEAMLEASE,TeamLease Services Limited
DALMIASUG,Dalmia Bharat Sugar and Industries Limited
NAVNETEDUL,Navneet Education Limited
MEDIASSIST,Medi Assist Healthcare Services Limited
63MOONS,63 moons technologies limited
SINDHUTRAD,Sindhu Trade Links Limited
SIYSIL,Siyaram Silk Mills Limited
MOSCHIP,MosChip Technologies Limited
GATEWAY,Gateway Distriparks Limited
PAISALO,Paisalo Digital Limited
CAPACITE,Capacit'e Infraprojects Limited
DCAL,Dishman Carbogen Amcis Limited
PRAKASH,Prakash Industries Limited
ORISSAMINE,The Orissa Minerals Development Company Limited
AVANTEL,Avantel Limited
ARKADE,Arkade Developers Limited
STLTECH,Sterlite Technologies Limited
ARVSMART,Arvind SmartSpaces Limited
GUJTHEM,Gujarat Themis Biosyn Limited
SUNDROP,Sundrop Brands Limited
NOCIL,NOCIL Limited
CAMLINFINE,Camlin Fine Sciences Limited
WSTCSTPAPR,West Coast Paper Mills Limited
SJS,S.J.S. Enterprises Limited
ORIANA,Oriana Power Limited
JINDALPOLY,Jindal Poly Films Limited
WINDMACHIN,Windsor Machines Limited
GLOBUSSPR,Globus Spirits Limited
GREENPANEL,Greenpanel Industries Limited
RPEL,Raghav Productivity Enhancers Limited
DIAMONDYD,Prataap Snacks Limited
VISHNU,Vishnu Chemicals Limited
SUVEN,Suven Life Sciences Limited
ALLCARGO,Allcargo Logistics Limited
MAITHANALL,Maithan Alloys Limited
SDBL,Som Distilleries & Breweries Limited
SAGCEM,Sagar Cements Limited
FCL,Fineotex Chemical Limited
PRINCEPIPE,Prince Pipes and Fittings Limited
POKARNA,Pokarna Limited
SERVOTECH,Servotech Renewable Power System Limited
INTERARCH,Interarch Building Solutions Limited
QPOWER,Quality Power Electrical Equipments Limited
LAXMIDENTL,Laxmi Dental Limited
GIPCL,Gujarat Industries Power Company Limited
FLAIR,Flair Writing Industries Limited
SHK,S H Kelkar and Company Limited
SGLTL,Standard Glass Lining Technology Limited
STYLAMIND,Stylam Industries Limited
BOMDYEING,The Bombay Dyeing and Manufacturing Company Limited
ORIENTHOT,Oriental Hotels Limited
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited
KKCL,Kewal Kiran Clothing Limited
BFUTILITIE,BF Utilities Limited
ASHIANA,Ashiana Housing Limited
DEEPINDS,Deep Industries Limited
BEPL,Bhansali Engineering Polymers Limited
HPL,HPL Electric & Power Limited
DDEVPLSTIK,Ddev Plastiks Industries Limited
MTNL,Mahanagar Telephone Nigam Limited
KCP,The KCP Limited
LAOPALA,La Opala RG Limited
GENESYS,Genesys International Corporation Limited
UTKARSHBNK,Utkarsh Small Finance Bank Limited
TCIEXP,TCI Express Limited
JTLIND,JTL Industries Limited
RPSGVENT,RPSG Ventures Limited
ALEMBICLTD,Alembic Limited
MUTHOOTMF,Muthoot Microfin Limited
MARATHON,Marathon Nextgen Realty Limited
TAJGVK,TAJGVK Hotels & Resorts Limited
KOLTEPATIL,Kolte-Patil Developers Limited
SOTL,Savita Oil Technologies Limited
TIRUMALCHM,Thirumalai Chemicals Limited
AUTOAXLES,Automotive Axles Limited
SPECTRUM,Spectrum Electrical Industries Limited
PSPPROJECT,PSP Projects Limited
KPEL,K.P. Energy Limited
SBCL,Shivalik Bimetal Controls Limited
DELTACORP,Delta Corp Limited
INDOTECH,Indo Tech Transformers Limited
HUBTOWN,Hubtown Limited
PARAGMILK,Parag Milk Foods Limited
PENIND,Pennar Industries Limited
ADFFOODS,ADF Foods Limited
VENUSPIPES,Venus Pipes and Tubes Limited
CENTUM,Centum Electronics Limited
VEEDOL,Veedol Corporation Limited
REPCOHOME,Repco Home Finance Limited
CAPINVIT,Capital Infra Trust
MARINE,Marine Electricals (India) Limited
BAJAJHIND,Bajaj Hindusthan Sugar Limited
PRECWIRE,Precision Wires India Limited
VENKEYS,Venky's (India) Limited
HATHWAY,Hathway Cable and Datacom Limited
PRABHA,Prabha Energy Limited
GOODLUCK,Goodluck India Limited
TASTYBITE,Tasty Bite Eatables Limited
NILKAMAL,Nilkamal Limited
FOSECOIND,Foseco India Limited
BAJAJCON,Bajaj Consumer Care Limited
HINDOILEXP,Hindustan Oil Exploration Company Limited
SEAMECLTD,Seamec Limited
MONARCH,Monarch Networth Capital Limited
SULA,Sula Vineyards Limited
NUCLEUS,Nucleus Software Exports Limited
MBAPL,Madhya Bharat Agro Products Limited
DCW,DCW Limited
SANGHVIMOV,Sanghvi Movers Limited
SOLARA,Solara Active Pharma Sciences Limited
SOLARAPP,Solara Active Pharma Sciences Limited
KRSNAA,Krsnaa Diagnostics Limited
SENORES,Senores Pharmaceuticals Limited
EVEREADY,Eveready Industries India Limited
RAMRAT,Ram Ratna Wires Limited
HGS,Hinduja Global Solutions Limited
VIMTALABS,Vimta Labs Limited
SANDHAR,Sandhar Technologies Limited
STYLEBAAZA,Baazar Style Retail Limited
INDOTHAI,Indo Thai Securities Limited
ZOTA,Zota Health Care Limited
POCL,Pondy Oxides And Chemicals Limited
SMLISUZU,SML Isuzu Limited
XPROINDIA,Xpro India Limited
PANAMAPET,Panama Petrochem Limited
CUPID,Cupid Limited
SASKEN,Sasken Technologies Limited
CARRARO,Carraro India Limited
SEPC,SEPC Limited
SCILAL,Shipping Corporation of India Land and Assets Limited
EIHAHOTELS,EIH Associated Hotels Limited
PREMEXPLN,Premier Explosives Limited
LUMAXIND,Lumax Industries Limited
GEOJITFSL,Geojit Financial Services Limited
JUBLCPL,Jubilant Agri and Consumer Products Limited
INDOCO,Indoco Remedies Limited
TVSSRICHAK,TVS Srichakra Limited
MAHLOG,Mahindra Logistics Limited
DOLLAR,Dollar Industries Limited
VIDHIING,Vidhi Specialty Food Ingredients Limited
VPRPL,Vishnu Prakash R Punglia Limited
HONDAPOWER,Honda India Power Products Limited
MANGLMCEM,Mangalam Cement Limited
PIXTRANS,PIX Transmissions Limited
PFS,PTC India Financial Services Limited
AEROFLEX,Aeroflex Industries Limited
SUMMITSEC,Summit Securities Limited
JYOTISTRUC,Jyoti Structures Limited
SMSPHARMA,SMS Pharmaceuticals Limited
YASHO,Yasho Industries Limited
AGIIL,AGI Infra Limited
NRBBEARING,NRB Bearings Limited
RAJRATAN,Rajratan Global Wire Limited
BCG,Brightcom Group Limited
WEL,Wonder Electricals Limited
RAMCOIND,Ramco Industries Limited
INDIANHUME,The Indian Hume Pipe Company Limited
WINDLAS,Windlas Biotech Limited
SANGAMIND,Sangam (India) Limited
INSECTICID,Insecticides (India) Limited
MAYURUNIQ,Mayur Uniquoters Limited
WENDT,Wendt (India) Limited
SPANDANA,Spandana Sphoorty Financial Limited
SAKSOFT,Saksoft Limited
AMRUTANJAN,Amrutanjan Health Care Limited
NITINSPIN,Nitin Spinners Limited
ACCELYA,Accelya Solutions India Limited
FINOPB,Fino Payments Bank Limited
SHALBY,Shalby Limited
ASALCBR,Associated Alcohols & Breweries Limited
BAJEL,Bajel Projects Limited
STOVEKRAFT,Stove Kraft Limited
THEJO,Thejo Engineering Limited
RML,Rane (Madras) Limited
JNKINDIA,JNK India Limited
MOBIKWIK,One MobiKwik Systems Limited
TFCILTD,Tourism Finance Corporation of India Limited
KICL,Kalyani Investment Company Limited
TARSONS,Tarsons Products Limited
FILATEX,Filatex India Limited
NIBE,Nibe Limited
RELTD,Ravindra Energy Limited
ALPEXSOLAR,Alpex Solar Limited
CANTABIL,Cantabil Retail India Limited
SIMPLEXINF,Simplex Infrastructures Limited
EXICOM,Exicom Tele-Systems Limited
VSSL,Vardhman Special Steels Limited
SPAL,S.P. Apparels Limited
BFINVEST,BF Investment Limited
IOLCP,IOL Chemicals and Pharmaceuticals Limited
DANISH,Danish Power Limited
GRMOVER,GRM Overseas Limited
QUADFUTURE,Quadrant Future Tek Limited
RANEHOLDIN,Rane Holdings Limited
NELCO,Nelco Limited
FMGOETZE,Federal-Mogul Goetze (India) Limited
UDS,Updater Services Limited
HITECH,Hi-Tech Pipes Limited
MOL,Meghmani Organics Limited
HLEGLAS,HLE Glascoat Limited
GTLINFRA,GTL Infrastructure Limited
KRISHANA,Krishana Phoschem Limited
AURUM,Aurum PropTech Limited
NIITLTD,NIIT Limited
RPTECH,Rashi Peripherals Limited
KALAMANDIR,Sai Silks (Kalamandir) Limited
JINDRILL,Jindal Drilling & Industries Limited
HIMATSEIDE,Himatsingka Seide Limited
SATIN,Satin Creditcare Network Limited
BETA,Beta Drugs Limited
MANINDS,Man Industries (India) Limited
HMT,HMT Limited
APOLLOPIPE,Apollo Pipes Limited
STANLEY,Stanley Lifestyles Limited
CONFIPET,Confidence Petroleum India Limited
TTKHLTCARE,TTK Healthcare Limited
UNIVCABLES,Universal Cables Limited
PNBGILTS,PNB Gilts Ltd.
IKIO,IKIO Technologies Limited
CARYSIL,Carysil Limited
STEELCAS,Steelcast Limited
SALZERELEC,Salzer Electronics Limited
SOMANYCERA,Somany Ceramics Limited
DOLPHIN,Dolphin Offshore Enterprises (India) Limited
SANSTAR,Sanstar Limited
DLINKINDIA,D-Link (India) Limited
MOLDTKPAC,Mold-Tek Packaging Limited
FUSION,Fusion Finance Limited
MOTISONS,Motisons Jewellers Limited
MASTERTR,Master Trust Limited
MMFL,M M Forgings Limited
IPL,India Pesticides Limited
LANDMARK,Landmark Cars Limited
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited
IDEAFORGE,ideaForge Technology Limited
TATVA,Tatva Chintan Pharma Chem Limited
DREDGECORP,Dredging Corporation of India Limited
VERANDA,Veranda Learning Solutions Limited
SPIC,Southern Petrochemical Industries Corporation Limited
HINDWAREAP,Hindware Home Innovation Limited
WHEELS,Wheels India Limited
BAJAJHCARE,Bajaj HealthCare Limited
UGROCAP,UGRO Capital Limited
SESHAPAPER,Seshasayee Paper and Boards Limited
ARMANFIN,Arman Financial Services Limited
NAVKARCORP,Navkar Corporation Limited
HMAAGRO,HMA Agro Industries Limited
APCOTEXIND,Apcotex Industries Limited
HIRECT,Hind Rectifiers Limited
NDRAUTO,NDR Auto Components Limited
VINDHYATEL,Vindhya Telelinks Limited
GPTINFRA,GPT Infraprojects Limited
COSMOFIRST,Cosmo First Limited
UDAICEMENT,Udaipur Cement Works Limited
JAGRAN,Jagran Prakashan Limited
SABTNL,Sri Adhikari Brothers Television Network Limited
CLSEL,Chaman Lal Setia Exports Ltd.
BIRLANU,BirlaNu Limited
GEPIL,GE Power India Limited
DCMSRIND,DCM Shriram Industries Limited
RUPA,Rupa & Company Limited
SURAKSHA,Suraksha Diagnostic Limited
SANGHIIND,Sanghi Industries Limited
JAICORPLTD,Jai Corp Limited
SYNCOMF,Syncom Formulations (India) Limited
UNITECH,Unitech Limited
PARACABLES,Paramount Communications Limited
TALBROAUTO,Talbros Automotive Components Limited
KMEW,Knowledge Marine & Engineering Works Limited
DEEDEV,DEE Development Engineers Limited
DEN,DEN Networks Limited
ADOR,Ador Welding Limited
SIRCA,Sirca Paints India Limited
HESTERBIO,Hester Biosciences Limited
GMBREW,G.M. Breweries Limited
RAMASTEEL,Rama Steel Tubes Limited
ARIHANTSUP,Arihant Superstructures Limited
ESAFSFB,ESAF Small Finance Bank
MSPL,MSP Steel & Power Limited
DAMCAPITAL,DAM Capital Advisors Limited
PRECAM,Precision Camshafts Limited
ANDHRAPAP,Andhra Paper Limited
AGARIND,Agarwal Industrial Corporation Limited
BLKASHYAP,B.L. Kashyap and Sons Limited
SALASAR,Salasar Techno Engineering Limited
DOLATALGO,Dolat Algotech Limited
ELECTHERM,Electrotherm (India) Limited
QUICKHEAL,Quick Heal Technologies Limited
ALLDIGI,Alldigi Tech Limited
GRPLTD,GRP Limited
MUKANDLTD,Mukand Limited
IGARASHI,Igarashi Motors India Limited
SHANKARA,Shankara Building Products Limited
UNIPARTS,Uniparts India Limited
ORIENTTECH,Orient Technologies Limited
ROTO,Roto Pumps Limited
TIL,TIL Limited
HUHTAMAKI,Huhtamaki India Limited
AWHCL,Antony Waste Handling Cell Limited
RAMCOSYS,Ramco Systems Limited
CIFL,Capital India Finance Limited
GANDHAR,Gandhar Oil Refinery (India) Limited
GREENPOWER,Orient Green Power Company Limited
ICEMAKE,Ice Make Refrigeration Limited
GOCLCORP,GOCL Corporation Limited
DIVGIITTS,Divgi TorqTransfer Systems Limited
SIGACHI,Sigachi Industries Limited
SURYODAY,Suryoday Small Finance Bank Limited
MICEL,MIC Electronics Limited
GNA,G N A Axles Limited
MADRASFERT,Madras Fertilizers Limited
OMAXE,Omaxe Limited
BSHSL,Bombay Super Hybrid Seeds Limited
PLATIND,Platinum Industries Limited
SPORTKING,Sportking India Limited
EXPLEOSOL,Expleo Solutions Limited
DYCL,Dynamic Cables Limited
SURAJEST,Suraj Estate Developers Limited
INDNIPPON,India Nippon Electricals Limited
HEUBACHIND,Heubach Colorants India Limited
DSSL,Dynacons Systems & Solutions Limited
BARBEQUE,Barbeque-Nation Hospitality Limited
BLSE,BLS E-Services Limited
ESFL,Essen Speciality Films Limited
EXCELINDUS,Excel Industries Limited
EKC,Everest Kanto Cylinder Limited
ASIANENE,Asian Energy Services Limited
SHRIRAMPPS,Shriram Properties Limited
TBZ,Tribhovandas Bhimji Zaveri Limited
IGPL,I G Petrochemicals Limited
PUNJABCHEM,Punjab Chemicals and Crop Protection Limited
ATULAUTO,Atul Auto Limited
ASTEC,Astec LifeSciences Limited
UNIECOM,Unicommerce eSolutions Limited
YATRA,Yatra Online Limited
RAJRILTD,Raj Rayon Industries Limited
CAPITALSFB,Capital Small Finance Bank Limited
RIIL,Reliance Industrial Infrastructure Limited
WALCHANNAG,Walchandnagar Industries Limited
JGCHEM,J.G. Chemicals Limited
ONEPOINT,One Point One Solutions Limited
GPTHEALTH,GPT Healthcare Limited
KODYTECH,Kody Technolab Limited
IFGLEXPOR,IFGL Refractories Limited
DPSCLTD,India Power Corporation Limited
IMPAL,India Motor Parts & Accessories Limited
DREAMFOLKS,Dreamfolks Services Limited
TEXINFRA,Texmaco Infrastructure & Holdings Limited
KERNEX,Kernex Microsystems (India) Limited
BLISSGVS,Bliss GVS Pharma Limited
SSEGL,Sathlokhar Synergys E&C Global Limited
GULPOLY,Gulshan Polyols Limited
MUFIN,Mufin Green Finance Limited
AYMSYNTEX,AYM Syntex Limited
BHARATWIRE,Bharat Wire Ropes Limited
OAL,Oriental Aromatics Limited
DVL,Dhunseri Ventures Limited
THEMISMED,Themis Medicare Limited
GTPL,GTPL Hathway Limited
MONTECARLO,Monte Carlo Fashions Limited
TAC,TAC Infosec Limited
VINCOFE,Vintage Coffee and Beverages Limited
HARIOMPIPE,Hariom Pipe Industries Limited
RGL,Renaissance Global Limited
SIGNPOST,Signpost India Limited
FAZE3Q,Faze Three Limited
SHREDIGCEM,Shree Digvijay Cement Company Limited
ROSSTECH,Rossell Techsys Limited
5PAISA,5paisa Capital Limited
BOROSCI,Borosil Scientific Limited
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited
IRMENERGY,IRM Energy Limited
ESTER,Ester Industries Limited
SPMLINFRA,SPML Infra Limited
OMINFRAL,Om Infra Limited
CHEMFAB,Chemfab Alkalis Limited
REMUS,Remus Pharmaceuticals Limited
CENTENKA,Century Enka Limited
AMNPLST,Amines & Plasticizers Limited
OWAIS,Owais Metal and Mineral Processing Limited
GKWLIMITED,GKW Limited
LINCOLN,Lincoln Pharmaceuticals Limited
DHANBANK,Dhanlaxmi Bank Limited
BUTTERFLY,Butterfly Gandhimathi Appliances Limited
SMCGLOBAL,SMC Global Securities Limited
AVADHSUGAR,Avadh Sugar & Energy Limited
STERTOOLS,Sterling Tools Limited
UNIENTER,Uniphos Enterprises Limited
BCLIND,BCL Industries Limited
VHL,Vardhman Holdings Limited
DECCANCE,Deccan Cements Limited
CREST,Crest Ventures Limited
MATRIMONY,Matrimony.com Limited
ALICON,Alicon Castalloy Limited
HITECHGEAR,The Hi-Tech Gears Limited
UTTAMSUGAR,Uttam Sugar Mills Limited
LGHL,Laxmi Goldorna House Limited
KOKUYOCMLN,Kokuyo Camlin Limited
KRISHNADEF,Krishna Defence and Allied Industries Limited
AIMTRON,Aimtron Electronics Limited
SAHANA,Sahana System Limited
OSWALAGRO,Oswal Agro Mills Limited
RADHIKAJWE,Radhika Jeweltech Limited
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited
JITFINFRA,JITF Infralogistics Limited
HERANBA,Heranba Industries Limited
VAKRANGEE,Vakrangee Limited
FAIRCHEMOR,Fairchem Organics Limited
KELLTONTEC,Kellton Tech Solutions Limited
EIMCOELECO,Eimco Elecon (India) Limited
LIKHITHA,Likhitha Infrastructure Limited
ADSL,Allied Digital Services Limited
GALAPREC,Gala Precision Engineering Limited
RKSWAMY,R K Swamy Limited
OSWALGREEN,Oswal Greentech Limited
CENTRUM,Centrum Capital Limited
YUKEN,Yuken India Limited
KROSS,Kross Limited
CEWATER,Concord Enviro Systems Limited
SAURASHCEM,Saurashtra Cement Limited
AFSL,Abans Financial Services Limited
CREATIVE,Creative Newtech Limited
PASHUPATI,Pashupati Cotspin Limited
TVTODAY,T.V. Today Network Limited
ROHLTD,Royal Orchid Hotels Limited
RISHABH,Rishabh Instruments Limited
HEXATRADEX,Hexa Tradex Limited
SUYOG,Suyog Telematics Limited
PDMJEPAPER,Pudumjee Paper Products Limited
WEALTH,Wealth First Portfolio Managers Limited
CONTROLPR,Control Print Limited
DENTALKART,Vasa Denticity Limited
XCHANGING,Xchanging Solutions Limited
PPL,Prakash Pipes Limited
KSOLVES,Ksolves India Limited
AVTNPL,AVT Natural Products Limited
ZUARI,Zuari Agro Chemicals Limited
NCLIND,NCL Industries Limited
STEELXIND,Steel Exchange India Limited
VINYAS,Vinyas Innovative Technologies Limited
GICHSGFIN,GIC Housing Finance Limited
MAGADSUGAR,Magadh Sugar & Energy Limited
KOTHARIPET,Kothari Petrochemicals Limited
ANDHRSUGAR,The Andhra Sugars Limited
INDOAMIN,Indo Amines Limited
SARTELE,SAR Televenture Limited
CELLECOR,Cellecor Gadgets Limited
MUKKA,Mukka Proteins Limited
PARSVNATH,Parsvnath Developers Limited
DHUNINV,Dhunseri Investments Limited
TECHLABS,Trident Techlabs Limited
BIGBLOC,Bigbloc Construction Limited
KRYSTAL,Krystal Integrated Services Limited
JPOLYINVST,Jindal Poly Investment and Finance Company Limited
COOLCAPS,Cool Caps Industries Limited
MANALIPETC,Manali Petrochemicals Limited
DISHTV,Dish TV India Limited
INDORAMA,Indo Rama Synthetics (India) Limited
KABRAEXTRU,Kabra Extrusiontechnik Limited
APTECHT,Aptech Limited
TNPL,Tamil Nadu Newsprint and Papers Limited
KOPRAN,Kopran Limited
SATINDLTD,Sat Industries Limited
GARUDA,Garuda Construction and Engineering Limited
ACLGATI,Allcargo Gati Limited
BIL,Bhartiya International Ltd.
KUANTUM,Kuantum Papers Limited
GGBL,Ganesh Green Bharat Limited
SHIVALIK,Shivalik Rasayan Limited
PENINLAND,Peninsula Land Limited
MAMATA,Mamata Machinery Limited
ZEEMEDIA,Zee Media Corporation Limited
JINDALPHOT,Jindal Photo Limited
DIFFNKG,Diffusion Engineers Limited
SOLEX,Solex Energy Limited
VASCONEQ,Vascon Engineers Limited
SAHASRA,Sahasra Electronic Solutions Limited
SILVERTUC,Silver Touch Technologies Limited
VALIANTORG,Valiant Organics Limited
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited
RICOAUTO,Rico Auto Industries Limited
GODAVARIB,Godavari Biorefineries Limited
ARROWGREEN,Arrow Greentech Limited
SHALPAINTS,Shalimar Paints Limited
SWELECTES,Swelect Energy Systems Limited
BASILIC,Basilic Fly Studio Limited
DHAMPURSUG,Dhampur Sugar Mills Limited
SARLAPOLY,Sarla Performance Fibers Limited
ZUARIIND,Zuari Industries Limited
SANDESH,The Sandesh Limited
BLAL,BEML Land Assets Limited
ANUHPHR,Anuh Pharma Limited
MUFTI,Credo Brands Marketing Limited
VILAS,Vilas Transcore Limited
SNOWMAN,Snowman Logistics Limited
RACLGEAR,RACL Geartech Limited
BALAJITELE,Balaji Telefilms Limited
NINSYS,NINtec Systems Limited
BIRLAMONEY,Aditya Birla Money Limited
KECL,Kirloskar Electric Company Limited
GHCLTEXTIL,GHCL Textiles Limited
BODALCHEM,Bodal Chemicals Limited
GANESHBE,Ganesh Benzoplast Limited
MACPOWER,Macpower CNC Machines Limited
BESTAGRO,Best Agrolife Limited
ELDEHSG,Eldeco Housing and Industries Limited
TREL,Transindia Real Estate Limited
GANESHIN,Ganesh Infraworld Limited
MANAKCOAT,Manaksia Coated Metals & Industries Limited
HLVLTD,HLV Limited
SGIL,Synergy Green Industries Limited
SASTASUNDR,Sastasundar Ventures Limited
APS,Australian Premium Solar (India) Limited
SELAN,Selan Exploration Technology Limited
WANBURY,Wanbury Limited
NAHARSPING,Nahar Spinning Mills Limited
MAXIND,Max India Limited
GANDHITUBE,Gandhi Special Tubes Limited
URJA,Urja Global Limited
JPASSOCIAT,Jaiprakash Associates Limited
NDTV,New Delhi Television Limited
WCIL,Western Carriers (India) Limited
THEINVEST,The Investment Trust of India Limited
VLSFINANCE,VLS Finance Limited
DENTA,Denta Water and Infra Solutions Limited
VHLTD,Viceroy Hotels Limited
AMBIKCO,Ambika Cotton Mills Limited
PVSL,Popular Vehicles and Services Limited
KAMDHENU,Kamdhenu Limited
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited
VERTOZ,Vertoz Limited
PRIMESECU,Prime Securities Limited
20MICRONS,20 Microns Limited
FOCE,Foce India Limited
SICALLOG,Sical Logistics Limited
NELCAST,Nelcast Limited
GEECEE,GeeCee Ventures Limited
ASAL,Automotive Stampings and Assemblies Limited
PAKKA,Pakka Limited
ZTECH,Z-Tech (India) Limited
EVERESTIND,Everest Industries Limited
RMDRIP,R M Drip and Sprinklers Systems Limited
SBGLP,Suratwwala Business Group Limited
